run_label,step,prediction,CPU,RAM
rf_10:13:12,1,27.514763218501848,0.0,73.6
rf_10:13:12,2,27.634184651756414,0.0,73.6
rf_10:13:12,3,27.494688356705783,0.0,73.6
rf_10:13:12,4,27.49908188811415,0.0,73.6
rf_10:13:12,5,27.641289208261068,0.0,73.6
prophet_10:19:04,1,27.398803324171286,0.0,76.3
prophet_10:19:04,2,27.3918736575074,0.0,76.3
prophet_10:19:04,3,27.384201526558094,0.0,76.3
prophet_10:19:04,4,27.376776883703933,0.0,76.3
prophet_10:19:04,5,27.36910475275463,0.0,76.3
